name,video_id,label,method
FaceForensics++_C23/original/000.mp4,ffpp_real_000,0,real
FaceForensics++_C23/original/001.mp4,ffpp_real_001,0,real
FaceForensics++_C23/original/002.mp4,ffpp_real_002,0,real
FaceForensics++_C23/original/003.mp4,ffpp_real_003,0,real
FaceForensics++_C23/original/004.mp4,ffpp_real_004,0,real
FaceForensics++_C23/original/005.mp4,ffpp_real_005,0,real
FaceForensics++_C23/original/006.mp4,ffpp_real_006,0,real
FaceForensics++_C23/original/007.mp4,ffpp_real_007,0,real
FaceForensics++_C23/original/008.mp4,ffpp_real_008,0,real
FaceForensics++_C23/original/009.mp4,ffpp_real_009,0,real
FaceForensics++_C23/original/010.mp4,ffpp_real_010,0,real
FaceForensics++_C23/original/011.mp4,ffpp_real_011,0,real
FaceForensics++_C23/original/012.mp4,ffpp_real_012,0,real
FaceForensics++_C23/original/013.mp4,ffpp_real_013,0,real
FaceForensics++_C23/original/014.mp4,ffpp_real_014,0,real
FaceForensics++_C23/original/015.mp4,ffpp_real_015,0,real
FaceForensics++_C23/original/016.mp4,ffpp_real_016,0,real
FaceForensics++_C23/original/017.mp4,ffpp_real_017,0,real
FaceForensics++_C23/original/018.mp4,ffpp_real_018,0,real
FaceForensics++_C23/original/019.mp4,ffpp_real_019,0,real
FaceForensics++_C23/original/020.mp4,ffpp_real_020,0,real
FaceForensics++_C23/original/021.mp4,ffpp_real_021,0,real
FaceForensics++_C23/original/022.mp4,ffpp_real_022,0,real
FaceForensics++_C23/original/023.mp4,ffpp_real_023,0,real
FaceForensics++_C23/original/024.mp4,ffpp_real_024,0,real
FaceForensics++_C23/original/025.mp4,ffpp_real_025,0,real
FaceForensics++_C23/original/026.mp4,ffpp_real_026,0,real
FaceForensics++_C23/original/027.mp4,ffpp_real_027,0,real
FaceForensics++_C23/original/028.mp4,ffpp_real_028,0,real
FaceForensics++_C23/original/029.mp4,ffpp_real_029,0,real
FaceForensics++_C23/original/030.mp4,ffpp_real_030,0,real
FaceForensics++_C23/original/031.mp4,ffpp_real_031,0,real
FaceForensics++_C23/original/032.mp4,ffpp_real_032,0,real
FaceForensics++_C23/original/033.mp4,ffpp_real_033,0,real
FaceForensics++_C23/original/034.mp4,ffpp_real_034,0,real
FaceForensics++_C23/original/035.mp4,ffpp_real_035,0,real
FaceForensics++_C23/original/036.mp4,ffpp_real_036,0,real
FaceForensics++_C23/original/037.mp4,ffpp_real_037,0,real
FaceForensics++_C23/original/038.mp4,ffpp_real_038,0,real
FaceForensics++_C23/original/039.mp4,ffpp_real_039,0,real
FaceForensics++_C23/original/040.mp4,ffpp_real_040,0,real
FaceForensics++_C23/original/041.mp4,ffpp_real_041,0,real
FaceForensics++_C23/original/042.mp4,ffpp_real_042,0,real
FaceForensics++_C23/original/043.mp4,ffpp_real_043,0,real
FaceForensics++_C23/original/044.mp4,ffpp_real_044,0,real
FaceForensics++_C23/original/045.mp4,ffpp_real_045,0,real
FaceForensics++_C23/original/046.mp4,ffpp_real_046,0,real
FaceForensics++_C23/original/047.mp4,ffpp_real_047,0,real
FaceForensics++_C23/original/048.mp4,ffpp_real_048,0,real
FaceForensics++_C23/original/049.mp4,ffpp_real_049,0,real
FaceForensics++_C23/original/050.mp4,ffpp_real_050,0,real
FaceForensics++_C23/original/051.mp4,ffpp_real_051,0,real
FaceForensics++_C23/original/052.mp4,ffpp_real_052,0,real
FaceForensics++_C23/original/053.mp4,ffpp_real_053,0,real
FaceForensics++_C23/original/054.mp4,ffpp_real_054,0,real
FaceForensics++_C23/original/055.mp4,ffpp_real_055,0,real
FaceForensics++_C23/original/056.mp4,ffpp_real_056,0,real
FaceForensics++_C23/original/057.mp4,ffpp_real_057,0,real
FaceForensics++_C23/original/058.mp4,ffpp_real_058,0,real
FaceForensics++_C23/original/059.mp4,ffpp_real_059,0,real
FaceForensics++_C23/original/060.mp4,ffpp_real_060,0,real
FaceForensics++_C23/original/061.mp4,ffpp_real_061,0,real
FaceForensics++_C23/original/062.mp4,ffpp_real_062,0,real
FaceForensics++_C23/original/063.mp4,ffpp_real_063,0,real
FaceForensics++_C23/original/064.mp4,ffpp_real_064,0,real
FaceForensics++_C23/original/065.mp4,ffpp_real_065,0,real
FaceForensics++_C23/original/066.mp4,ffpp_real_066,0,real
FaceForensics++_C23/original/067.mp4,ffpp_real_067,0,real
FaceForensics++_C23/original/068.mp4,ffpp_real_068,0,real
FaceForensics++_C23/original/069.mp4,ffpp_real_069,0,real
FaceForensics++_C23/original/070.mp4,ffpp_real_070,0,real
FaceForensics++_C23/original/071.mp4,ffpp_real_071,0,real
FaceForensics++_C23/original/072.mp4,ffpp_real_072,0,real
FaceForensics++_C23/original/073.mp4,ffpp_real_073,0,real
FaceForensics++_C23/original/074.mp4,ffpp_real_074,0,real
FaceForensics++_C23/original/075.mp4,ffpp_real_075,0,real
FaceForensics++_C23/original/076.mp4,ffpp_real_076,0,real
FaceForensics++_C23/original/077.mp4,ffpp_real_077,0,real
FaceForensics++_C23/original/078.mp4,ffpp_real_078,0,real
FaceForensics++_C23/original/079.mp4,ffpp_real_079,0,real
FaceForensics++_C23/original/080.mp4,ffpp_real_080,0,real
FaceForensics++_C23/original/081.mp4,ffpp_real_081,0,real
FaceForensics++_C23/original/082.mp4,ffpp_real_082,0,real
FaceForensics++_C23/original/083.mp4,ffpp_real_083,0,real
FaceForensics++_C23/original/084.mp4,ffpp_real_084,0,real
FaceForensics++_C23/original/085.mp4,ffpp_real_085,0,real
FaceForensics++_C23/original/086.mp4,ffpp_real_086,0,real
FaceForensics++_C23/original/087.mp4,ffpp_real_087,0,real
FaceForensics++_C23/original/088.mp4,ffpp_real_088,0,real
FaceForensics++_C23/original/089.mp4,ffpp_real_089,0,real
FaceForensics++_C23/original/090.mp4,ffpp_real_090,0,real
FaceForensics++_C23/original/091.mp4,ffpp_real_091,0,real
FaceForensics++_C23/original/092.mp4,ffpp_real_092,0,real
FaceForensics++_C23/original/093.mp4,ffpp_real_093,0,real
FaceForensics++_C23/original/094.mp4,ffpp_real_094,0,real
FaceForensics++_C23/original/095.mp4,ffpp_real_095,0,real
FaceForensics++_C23/original/096.mp4,ffpp_real_096,0,real
FaceForensics++_C23/original/097.mp4,ffpp_real_097,0,real
FaceForensics++_C23/original/098.mp4,ffpp_real_098,0,real
FaceForensics++_C23/original/099.mp4,ffpp_real_099,0,real
FaceForensics++_C23/original/100.mp4,ffpp_real_100,0,real
FaceForensics++_C23/original/101.mp4,ffpp_real_101,0,real
FaceForensics++_C23/original/102.mp4,ffpp_real_102,0,real
FaceForensics++_C23/original/103.mp4,ffpp_real_103,0,real
FaceForensics++_C23/original/104.mp4,ffpp_real_104,0,real
FaceForensics++_C23/original/105.mp4,ffpp_real_105,0,real
FaceForensics++_C23/original/106.mp4,ffpp_real_106,0,real
FaceForensics++_C23/original/107.mp4,ffpp_real_107,0,real
FaceForensics++_C23/original/108.mp4,ffpp_real_108,0,real
FaceForensics++_C23/original/109.mp4,ffpp_real_109,0,real
